time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-04-30T17:30:41.000Z,40.4307972,-111.7121281,2451.268,-0.06,-0.07,-0.06,0.925,1.138,0.26,229.39871,2.36364,,20
2022-04-30T17:30:41.200Z,40.4307971,-111.7121283,2451.290,0.04,0.00,-0.03,0.927,1.142,0.29,0.00000,5.80000,,20
2022-04-30T17:30:41.400Z,40.4307972,-111.7121284,2451.260,0.12,-0.01,0.30,0.930,1.146,0.29,355.23636,0.89710,,20
2022-04-30T17:30:41.600Z,40.4307973,-111.7121284,2451.218,0.08,0.00,0.29,0.932,1.150,0.29,0.00000,0.96399,,20
2022-04-30T17:30:41.800Z,40.4307974,-111.7121287,2451.156,0.15,-0.16,0.32,0.934,1.153,0.26,313.15239,0.67020,,20
2022-04-30T17:30:42.000Z,40.4307978,-111.7121292,2451.116,0.32,-0.25,0.43,0.936,1.157,0.24,322.00127,0.40579,,20
2022-04-30T17:30:42.200Z,40.4307983,-111.7121303,2450.990,0.37,-0.63,0.89,0.938,1.161,0.25,300.42578,0.21711,,20
2022-04-30T17:30:42.400Z,40.4307992,-111.7121319,2450.728,0.67,-0.72,1.45,0.940,1.165,0.26,312.93989,0.14839,,20
2022-04-30T17:30:42.600Z,40.4308012,-111.7121351,2450.471,1.51,-1.79,1.34,0.941,1.169,0.23,310.15016,0.08524,,20
2022-04-30T17:30:42.800Z,40.4308063,-111.7121423,2450.277,4.17,-4.25,0.76,0.943,1.172,0.24,314.45564,0.03998,,20
2022-04-30T17:30:43.000Z,40.4308125,-111.7121511,2449.663,2.98,-3.34,4.29,0.944,1.174,0.27,311.73984,0.04355,,20
2022-04-30T17:30:43.200Z,40.4308177,-111.7121586,2448.600,2.87,-2.96,6.22,0.947,1.177,0.27,314.11557,0.03618,,20
2022-04-30T17:30:43.400Z,40.4308227,-111.7121659,2447.231,2.63,-3.19,7.84,0.950,1.181,0.27,309.50392,0.03046,,20
2022-04-30T17:30:43.600Z,40.4308273,-111.7121732,2445.419,2.62,-3.12,9.70,0.954,1.183,0.24,310.02164,0.02281,,20
2022-04-30T17:30:43.800Z,40.4308319,-111.7121808,2443.281,2.71,-3.32,11.31,0.957,1.184,0.25,309.22356,0.02067,,20
2022-04-30T17:30:44.000Z,40.4308370,-111.7121887,2440.877,2.84,-3.24,13.11,0.960,1.186,0.25,311.23597,0.01812,,20
2022-04-30T17:30:44.200Z,40.4308419,-111.7121965,2438.022,2.91,-3.44,14.75,0.963,1.190,0.28,310.22889,0.01815,,20
2022-04-30T17:30:44.400Z,40.4308468,-111.7122045,2434.789,2.95,-3.45,16.71,0.966,1.195,0.29,310.53284,0.01675,,20
2022-04-30T17:30:44.600Z,40.4308521,-111.7122130,2431.232,3.27,-3.80,18.14,0.970,1.201,0.32,310.71286,0.01700,,20
2022-04-30T17:30:44.800Z,40.4308583,-111.7122231,2427.436,3.68,-4.63,19.63,0.975,1.207,0.29,308.47825,0.01415,,19
2022-04-30T17:30:45.000Z,40.4308653,-111.7122347,2423.306,4.34,-5.22,20.98,0.979,1.214,0.30,309.74073,0.01360,,19
2022-04-30T17:30:45.200Z,40.4308738,-111.7122476,2418.968,5.22,-5.77,22.00,0.984,1.219,0.29,312.13499,0.01243,,19
2022-04-30T17:30:45.400Z,40.4308836,-111.7122621,2414.426,5.81,-6.45,23.09,0.988,1.225,0.27,312.01174,0.01095,,19
2022-04-30T17:30:45.600Z,40.4308947,-111.7122783,2409.696,6.55,-7.29,24.08,0.991,1.230,0.27,311.93941,0.01039,,19
2022-04-30T17:30:45.800Z,40.4309072,-111.7122967,2404.777,7.44,-8.23,24.91,0.994,1.234,0.26,312.11389,0.00953,,19
2022-04-30T17:30:46.000Z,40.4309213,-111.7123173,2399.723,8.23,-9.18,25.73,0.997,1.239,0.26,311.87668,0.00911,,18
2022-04-30T17:30:46.200Z,40.4309368,-111.7123401,2394.529,8.95,-10.03,26.39,1.000,1.244,0.26,311.74327,0.00878,,18
2022-04-30T17:30:46.400Z,40.4309532,-111.7123648,2389.136,9.49,-10.93,27.14,1.004,1.250,0.26,310.96623,0.00845,,17
2022-04-30T17:30:46.600Z,40.4309702,-111.7123909,2383.473,9.95,-11.58,28.07,1.007,1.255,0.35,310.67049,0.01095,,17
2022-04-30T17:30:46.800Z,40.4309883,-111.7124189,2377.635,10.61,-12.49,28.98,1.010,1.261,0.41,310.34722,0.01231,,17
2022-04-30T17:30:47.000Z,40.4310087,-111.7124498,2371.886,11.74,-13.37,29.49,1.013,1.268,0.36,311.28589,0.01045,,16
2022-04-30T17:30:47.200Z,40.4310310,-111.7124828,2366.074,12.79,-14.28,29.60,1.017,1.275,0.31,311.84948,0.00879,,16
2022-04-30T17:30:47.400Z,40.4310552,-111.7125179,2360.207,13.80,-15.20,29.85,1.021,1.281,0.27,312.23614,0.00745,,16
2022-04-30T17:30:47.600Z,40.4310810,-111.7125548,2354.237,14.60,-15.90,30.28,1.025,1.288,0.27,312.55936,0.00726,,16
2022-04-30T17:30:47.800Z,40.4311083,-111.7125938,2348.224,15.57,-16.88,30.37,1.028,1.293,0.25,312.68824,0.00657,,16
2022-04-30T17:30:48.000Z,40.4311376,-111.7126348,2342.202,16.71,-17.69,30.36,1.029,1.296,0.25,313.36818,0.00643,,16
2022-04-30T17:30:48.200Z,40.4311688,-111.7126777,2336.172,17.85,-18.56,29.99,1.030,1.299,0.25,313.88287,0.00632,,16
2022-04-30T17:30:48.400Z,40.4312019,-111.7127226,2330.258,18.81,-19.33,29.63,1.031,1.302,0.25,314.21888,0.00624,,16
2022-04-30T17:30:48.600Z,40.4312368,-111.7127692,2324.392,19.80,-20.08,29.35,1.032,1.304,0.24,314.59773,0.00590,,16
2022-04-30T17:30:48.800Z,40.4312733,-111.7128174,2318.567,20.64,-20.70,29.26,1.032,1.306,0.24,314.91684,0.00580,,15
2022-04-30T17:30:49.000Z,40.4313113,-111.7128672,2312.778,21.42,-21.38,28.99,1.033,1.307,0.24,315.05355,0.00573,,15
2022-04-30T17:30:49.200Z,40.4313506,-111.7129189,2307.028,22.22,-22.46,28.60,1.033,1.310,0.24,314.69224,0.00563,,15
2022-04-30T17:30:49.400Z,40.4313910,-111.7129732,2301.354,22.63,-23.45,28.28,1.035,1.312,0.26,313.98052,0.00603,,15
2022-04-30T17:30:49.600Z,40.4314323,-111.7130295,2295.756,23.08,-24.20,27.95,1.036,1.314,0.26,313.64299,0.00597,,15
2022-04-30T17:30:49.800Z,40.4314744,-111.7130873,2290.188,23.66,-24.88,27.67,1.038,1.316,0.27,313.56024,0.00612,,15
2022-04-30T17:30:50.000Z,40.4315176,-111.7131469,2284.819,24.35,-25.63,26.00,1.040,1.318,0.27,313.53296,0.00615,,15
2022-04-30T17:30:50.200Z,40.4315622,-111.7132083,2279.702,25.10,-26.48,25.06,1.041,1.320,0.27,313.46744,0.00610,,16
2022-04-30T17:30:50.400Z,40.4316078,-111.7132715,2274.734,25.48,-27.12,24.74,1.043,1.322,0.30,313.21417,0.00671,,16
2022-04-30T17:30:50.600Z,40.4316540,-111.7133360,2269.817,25.82,-27.63,24.25,1.045,1.323,0.29,313.06051,0.00646,,16
2022-04-30T17:30:50.800Z,40.4317008,-111.7134019,2264.990,26.20,-28.22,24.16,1.047,1.324,0.29,312.87423,0.00638,,16
2022-04-30T17:30:51.000Z,40.4317482,-111.7134685,2260.117,26.51,-28.48,24.08,1.049,1.324,0.34,312.94827,0.00743,,16
2022-04-30T17:30:51.200Z,40.4317965,-111.7135354,2255.282,27.14,-28.38,24.00,1.053,1.325,0.34,313.72055,0.00739,,16
2022-04-30T17:30:51.400Z,40.4318460,-111.7136020,2250.397,27.93,-28.25,24.41,1.058,1.327,0.34,314.67365,0.00729,,16
2022-04-30T17:30:51.600Z,40.4318969,-111.7136683,2245.503,28.53,-27.93,24.77,1.063,1.328,0.33,315.60886,0.00702,,16
2022-04-30T17:30:51.800Z,40.4319488,-111.7137340,2240.505,29.10,-27.83,25.15,1.068,1.331,0.33,316.27795,0.00695,,16
2022-04-30T17:30:52.000Z,40.4320013,-111.7137997,2235.403,29.16,-27.94,25.89,1.072,1.336,0.28,316.22400,0.00584,,16
2022-04-30T17:30:52.200Z,40.4320539,-111.7138658,2230.169,29.23,-28.14,26.45,1.075,1.342,0.31,316.08846,0.00640,,16
2022-04-30T17:30:52.400Z,40.4321069,-111.7139333,2225.051,29.56,-29.04,25.07,1.077,1.347,0.31,315.50841,0.00640,,16
2022-04-30T17:30:52.600Z,40.4321603,-111.7140028,2220.227,29.58,-29.84,23.39,1.079,1.354,0.28,314.74930,0.00582,,16
2022-04-30T17:30:52.800Z,40.4322133,-111.7140745,2215.637,29.16,-31.00,22.60,1.080,1.360,0.27,313.24815,0.00560,,16
2022-04-30T17:30:53.000Z,40.4322652,-111.7141488,2211.147,28.43,-31.96,22.44,1.081,1.367,0.27,311.65467,0.00559,,16
2022-04-30T17:30:53.200Z,40.4323157,-111.7142251,2206.643,27.61,-32.76,22.62,1.082,1.374,0.27,310.12406,0.00557,,16
2022-04-30T17:30:53.400Z,40.4323645,-111.7143033,2202.098,26.60,-33.60,22.78,1.083,1.379,0.25,308.36749,0.00515,,16
2022-04-30T17:30:53.600Z,40.4324113,-111.7143838,2197.523,25.35,-34.74,22.87,1.084,1.385,0.26,306.11847,0.00534,,16
2022-04-30T17:30:53.800Z,40.4324556,-111.7144672,2192.963,23.85,-36.05,22.73,1.085,1.390,0.27,303.48787,0.00553,,15
2022-04-30T17:30:54.000Z,40.4324973,-111.7145533,2188.329,22.62,-37.03,22.57,1.085,1.383,0.27,301.41892,0.00552,,15
2022-04-30T17:30:54.200Z,40.4325367,-111.7146412,2183.681,21.36,-37.81,22.59,1.085,1.379,0.29,299.46340,0.00592,,15
2022-04-30T17:30:54.400Z,40.4325740,-111.7147312,2179.073,20.31,-38.67,22.36,1.086,1.377,0.30,297.70905,0.00611,,15
2022-04-30T17:30:54.600Z,40.4326096,-111.7148233,2174.558,19.35,-39.60,21.82,1.087,1.377,0.30,296.04182,0.00610,,15
2022-04-30T17:30:54.800Z,40.4326439,-111.7149170,2170.143,18.90,-40.06,21.41,1.089,1.378,0.29,295.25758,0.00589,,14
2022-04-30T17:30:55.000Z,40.4326777,-111.7150118,2165.852,18.64,-40.55,20.93,1.088,1.379,0.30,294.68727,0.00609,,14
2022-04-30T17:30:55.200Z,40.4327113,-111.7151074,2161.665,18.55,-40.75,20.32,1.088,1.381,0.28,294.47573,0.00569,,14
2022-04-30T17:30:55.400Z,40.4327447,-111.7152037,2157.622,18.55,-40.99,19.83,1.087,1.384,0.28,294.34910,0.00569,,14
2022-04-30T17:30:55.600Z,40.4327784,-111.7153003,2153.673,18.80,-40.98,19.43,1.086,1.386,0.30,294.64378,0.00611,,14
2022-04-30T17:30:55.800Z,40.4328130,-111.7153966,2149.890,19.61,-40.69,18.57,1.087,1.391,0.35,295.73112,0.00717,,14
2022-04-30T17:30:56.000Z,40.4328493,-111.7154924,2146.333,20.76,-40.10,17.53,1.083,1.390,0.36,297.37086,0.00743,,14
2022-04-30T17:30:56.200Z,40.4328878,-111.7155864,2142.984,22.12,-39.30,16.53,1.080,1.390,0.35,299.37298,0.00729,,14
2022-04-30T17:30:56.400Z,40.4329287,-111.7156781,2139.858,23.35,-38.04,15.58,1.077,1.389,0.40,301.54275,0.00846,,14
2022-04-30T17:30:56.600Z,40.4329725,-111.7157665,2136.851,25.31,-36.83,14.62,1.081,1.391,0.48,304.49730,0.01021,,14
2022-04-30T17:30:56.800Z,40.4330195,-111.7158515,2133.991,26.89,-35.23,14.08,1.088,1.392,0.46,307.35341,0.00989,,14
2022-04-30T17:30:57.000Z,40.4330692,-111.7159329,2131.340,28.59,-33.57,13.36,1.097,1.397,0.52,310.41948,0.01129,,14
2022-04-30T17:30:57.200Z,40.4331220,-111.7160102,2128.777,30.17,-31.89,12.89,1.107,1.399,0.49,313.41245,0.01071,,14
2022-04-30T17:30:57.400Z,40.4331771,-111.7160841,2126.303,31.49,-30.67,12.67,1.116,1.401,0.50,315.75579,0.01093,,14
2022-04-30T17:30:57.600Z,40.4332346,-111.7161549,2123.864,32.49,-29.26,12.61,1.127,1.405,0.51,317.99428,0.01121,,14
2022-04-30T17:30:57.800Z,40.4332938,-111.7162220,2121.393,33.49,-27.72,12.21,1.139,1.412,0.52,320.38511,0.01152,,15
2022-04-30T17:30:58.000Z,40.4333545,-111.7162855,2119.008,34.04,-26.24,11.86,1.149,1.415,0.50,322.37289,0.01121,,15
2022-04-30T17:30:58.200Z,40.4334162,-111.7163460,2116.704,34.65,-25.10,11.46,1.158,1.417,0.47,324.08093,0.01061,,15
2022-04-30T17:30:58.400Z,40.4334787,-111.7164042,2114.524,35.02,-24.19,10.87,1.166,1.418,0.45,325.36529,0.01024,,15
2022-04-30T17:30:58.600Z,40.4335417,-111.7164603,2112.377,35.21,-23.59,10.61,1.171,1.418,0.43,326.17870,0.00984,,15
2022-04-30T17:30:58.800Z,40.4336049,-111.7165155,2110.288,35.05,-23.29,10.47,1.175,1.421,0.40,326.39678,0.00922,,15
2022-04-30T17:30:59.000Z,40.4336676,-111.7165702,2108.242,34.79,-23.18,10.11,1.177,1.422,0.39,326.32514,0.00907,,15
2022-04-30T17:30:59.200Z,40.4337299,-111.7166252,2106.220,34.42,-23.53,9.99,1.176,1.424,0.37,325.64293,0.00863,,16
2022-04-30T17:30:59.400Z,40.4337914,-111.7166811,2104.201,33.87,-23.94,10.15,1.172,1.422,0.33,324.74656,0.00773,,16
2022-04-30T17:30:59.600Z,40.4338515,-111.7167376,2102.097,33.25,-24.41,10.15,1.165,1.414,0.27,323.71629,0.00636,,17
2022-04-30T17:30:59.800Z,40.4339106,-111.7167956,2100.020,32.50,-24.92,10.12,1.154,1.404,0.24,322.52012,0.00569,,16
2022-04-30T17:31:00.000Z,40.4339685,-111.7168551,2098.004,31.72,-25.59,10.19,1.142,1.391,0.25,321.10527,0.00595,,17
2022-04-30T17:31:00.200Z,40.4340254,-111.7169166,2095.997,31.02,-26.12,10.28,1.131,1.381,0.26,319.90137,0.00621,,17
2022-04-30T17:31:00.400Z,40.4340813,-111.7169798,2094.011,30.30,-26.68,10.46,1.116,1.364,0.25,318.63518,0.00599,,17
2022-04-30T17:31:00.600Z,40.4341360,-111.7170442,2092.007,29.67,-27.19,10.67,1.096,1.339,0.25,317.49742,0.00600,,17
2022-04-30T17:31:00.800Z,40.4341886,-111.7171084,2089.727,29.22,-27.71,10.99,1.082,1.321,0.26,316.51935,0.00623,,17
2022-04-30T17:31:01.000Z,40.4342406,-111.7171741,2087.508,28.49,-28.12,10.96,1.074,1.314,0.28,315.37448,0.00675,,17
2022-04-30T17:31:01.200Z,40.4342918,-111.7172407,2085.283,28.26,-28.38,11.18,1.067,1.307,0.28,314.87861,0.00673,,17
2022-04-30T17:31:01.400Z,40.4343426,-111.7173081,2082.974,27.99,-28.73,11.65,1.052,1.286,0.25,314.25253,0.00599,,17
2022-04-30T17:31:01.600Z,40.4343931,-111.7173764,2080.677,27.70,-28.86,11.57,1.037,1.267,0.24,313.82507,0.00576,,17
2022-04-30T17:31:01.800Z,40.4344435,-111.7174452,2078.426,27.62,-28.93,11.50,1.026,1.254,0.26,313.67296,0.00625,,17
2022-04-30T17:31:02.000Z,40.4344941,-111.7175147,2076.323,27.60,-29.01,11.42,1.015,1.241,0.26,313.57321,0.00624,,17
2022-04-30T17:31:02.200Z,40.4345446,-111.7175834,2074.138,27.86,-28.65,11.49,1.006,1.229,0.27,314.19907,0.00649,,17
2022-04-30T17:31:02.400Z,40.4345952,-111.7176516,2071.957,27.79,-28.50,11.45,0.997,1.216,0.27,314.27735,0.00652,,17
2022-04-30T17:31:02.600Z,40.4346454,-111.7177184,2069.674,28.01,-28.09,11.50,0.989,1.205,0.27,314.91829,0.00654,,17
2022-04-30T17:31:02.800Z,40.4346962,-111.7177838,2067.372,28.53,-27.53,11.15,0.983,1.196,0.28,316.02194,0.00680,,17
2022-04-30T17:31:03.000Z,40.4347480,-111.7178477,2065.145,29.04,-26.89,10.85,0.978,1.190,0.28,317.20142,0.00682,,17
2022-04-30T17:31:03.200Z,40.4348003,-111.7179101,2062.872,29.40,-26.44,10.99,0.973,1.183,0.28,318.03433,0.00682,,17
2022-04-30T17:31:03.400Z,40.4348535,-111.7179719,2060.616,29.67,-26.03,11.26,0.968,1.176,0.28,318.73897,0.00682,,17
2022-04-30T17:31:03.600Z,40.4349073,-111.7180331,2058.340,29.88,-25.86,11.56,0.964,1.171,0.30,319.12506,0.00729,,17
2022-04-30T17:31:03.800Z,40.4349612,-111.7180936,2056.033,29.90,-25.37,11.51,0.960,1.165,0.28,319.68556,0.00685,,17
2022-04-30T17:31:04.000Z,40.4350153,-111.7181532,2053.759,30.09,-25.21,11.49,0.957,1.162,0.30,320.04306,0.00733,,17
2022-04-30T17:31:04.200Z,40.4350697,-111.7182128,2051.460,30.24,-25.26,11.35,0.956,1.159,0.32,320.12740,0.00780,,17
2022-04-30T17:31:04.400Z,40.4351239,-111.7182723,2049.204,30.03,-25.30,11.33,0.955,1.158,0.34,319.88617,0.00832,,17
2022-04-30T17:31:04.600Z,40.4351778,-111.7183321,2046.919,29.77,-25.51,11.63,0.955,1.157,0.32,319.40663,0.00783,,17
2022-04-30T17:31:04.800Z,40.4352313,-111.7183925,2044.567,29.62,-25.72,11.89,0.953,1.156,0.28,319.03117,0.00683,,17
2022-04-30T17:31:05.000Z,40.4352843,-111.7184534,2042.144,29.26,-26.00,12.07,0.950,1.155,0.28,318.37619,0.00684,,17
2022-04-30T17:31:05.200Z,40.4353368,-111.7185150,2039.709,28.89,-26.21,12.24,0.946,1.148,0.28,317.78461,0.00685,,17
2022-04-30T17:31:05.400Z,40.4353888,-111.7185772,2037.225,28.79,-26.61,12.53,0.941,1.143,0.25,317.25344,0.00607,,17
2022-04-30T17:31:05.600Z,40.4354405,-111.7186402,2034.646,28.51,-26.84,13.12,0.935,1.138,0.25,316.72818,0.00605,,17
2022-04-30T17:31:05.800Z,40.4354916,-111.7187038,2031.907,28.19,-27.16,13.92,0.930,1.134,0.25,316.06609,0.00602,,17
2022-04-30T17:31:06.000Z,40.4355422,-111.7187680,2029.054,27.91,-27.34,14.48,0.927,1.131,0.25,315.59108,0.00600,,17
2022-04-30T17:31:06.200Z,40.4355924,-111.7188328,2026.115,27.90,-27.73,14.51,0.924,1.128,0.25,315.17509,0.00596,,17
2022-04-30T17:31:06.400Z,40.4356423,-111.7188981,2023.102,27.52,-27.79,15.34,0.920,1.125,0.22,314.72031,0.00524,,17
2022-04-30T17:31:06.600Z,40.4356918,-111.7189639,2019.943,27.44,-28.12,15.79,0.916,1.121,0.22,314.29879,0.00520,,17
2022-04-30T17:31:06.800Z,40.4357410,-111.7190306,2016.716,27.19,-28.52,16.04,0.912,1.119,0.22,313.63240,0.00517,,17
2022-04-30T17:31:07.000Z,40.4357897,-111.7190979,2013.410,26.82,-28.63,16.88,0.908,1.115,0.22,313.13041,0.00515,,17
2022-04-30T17:31:07.200Z,40.4358378,-111.7191661,2010.001,26.56,-29.18,17.21,0.905,1.112,0.22,312.30885,0.00511,,17
2022-04-30T17:31:07.400Z,40.4358856,-111.7192352,2006.505,26.42,-29.38,17.94,0.901,1.109,0.22,311.96350,0.00507,,17
2022-04-30T17:31:07.600Z,40.4359330,-111.7193047,2002.914,26.26,-29.65,18.00,0.898,1.107,0.22,311.53022,0.00506,,17
2022-04-30T17:31:07.800Z,40.4359801,-111.7193748,1999.315,26.06,-30.01,17.57,0.895,1.106,0.22,310.97030,0.00506,,17
2022-04-30T17:31:08.000Z,40.4360269,-111.7194458,1995.753,25.99,-30.17,18.28,0.892,1.102,0.22,310.74331,0.00502,,17
2022-04-30T17:31:08.200Z,40.4360737,-111.7195171,1992.114,26.05,-30.40,18.20,0.888,1.099,0.22,310.59353,0.00500,,17
2022-04-30T17:31:08.400Z,40.4361207,-111.7195887,1988.430,26.14,-30.49,18.41,0.884,1.097,0.22,310.60748,0.00498,,17
2022-04-30T17:31:08.600Z,40.4361679,-111.7196605,1984.726,26.30,-30.58,18.53,0.880,1.096,0.22,310.69682,0.00496,,17
2022-04-30T17:31:08.800Z,40.4362154,-111.7197327,1981.004,26.40,-30.71,18.69,0.877,1.095,0.22,310.68416,0.00493,,17
2022-04-30T17:31:09.000Z,40.4362630,-111.7198048,1977.229,26.54,-30.64,18.86,0.874,1.093,0.22,310.89872,0.00492,,17
2022-04-30T17:31:09.200Z,40.4363109,-111.7198769,1973.400,26.72,-30.68,19.25,0.871,1.091,0.21,311.05344,0.00467,,17
2022-04-30T17:31:09.400Z,40.4363590,-111.7199492,1969.512,26.70,-30.79,19.28,0.868,1.088,0.21,310.93067,0.00466,,17
2022-04-30T17:31:09.600Z,40.4364070,-111.7200219,1965.640,26.74,-30.93,19.29,0.864,1.086,0.21,310.84449,0.00465,,17
2022-04-30T17:31:09.800Z,40.4364549,-111.7200950,1961.789,26.51,-31.14,19.27,0.861,1.083,0.21,310.40830,0.00465,,17
2022-04-30T17:31:10.000Z,40.4365023,-111.7201687,1958.003,26.22,-31.49,18.40,0.859,1.080,0.23,309.78230,0.00512,,17
2022-04-30T17:31:10.200Z,40.4365491,-111.7202433,1954.397,25.92,-31.86,17.63,0.857,1.077,0.26,309.13040,0.00582,,17
2022-04-30T17:31:10.400Z,40.4365954,-111.7203189,1950.969,25.46,-32.25,16.71,0.857,1.078,0.26,308.28959,0.00586,,17
2022-04-30T17:31:10.600Z,40.4366407,-111.7203952,1947.753,24.87,-32.49,15.51,0.857,1.080,0.28,307.43284,0.00640,,17
2022-04-30T17:31:10.800Z,40.4366849,-111.7204719,1944.787,24.19,-32.64,14.12,0.857,1.081,0.28,306.54271,0.00651,,17
2022-04-30T17:31:11.000Z,40.4367279,-111.7205489,1942.059,23.63,-32.74,13.00,0.857,1.082,0.28,305.81976,0.00660,,17
2022-04-30T17:31:11.200Z,40.4367699,-111.7206259,1939.532,23.07,-32.67,12.11,0.858,1.083,0.29,305.22792,0.00694,,17
2022-04-30T17:31:11.400Z,40.4368112,-111.7207027,1937.192,22.73,-32.49,11.26,0.858,1.083,0.29,304.97663,0.00704,,17
2022-04-30T17:31:11.600Z,40.4368520,-111.7207789,1935.023,22.37,-32.22,10.33,0.859,1.080,0.31,304.77183,0.00764,,17
2022-04-30T17:31:11.800Z,40.4368922,-111.7208543,1933.106,22.03,-31.68,9.02,0.860,1.080,0.31,304.81442,0.00782,,17
2022-04-30T17:31:12.000Z,40.4369324,-111.7209287,1931.632,21.40,-30.94,7.36,0.851,1.068,0.27,304.67011,0.00704,,17
2022-04-30T17:31:12.200Z,40.4369709,-111.7210004,1930.444,20.66,-29.64,5.24,0.842,1.057,0.28,304.87769,0.00767,,17
2022-04-30T17:31:12.400Z,40.4370081,-111.7210691,1929.671,19.76,-28.24,3.36,0.836,1.050,0.29,304.98113,0.00837,,17
2022-04-30T17:31:12.600Z,40.4370432,-111.7211344,1929.150,18.97,-27.20,2.17,0.836,1.050,0.34,304.89294,0.01023,,17
2022-04-30T17:31:12.800Z,40.4370767,-111.7211966,1928.816,18.14,-25.54,1.04,0.837,1.051,0.34,305.38459,0.01085,,17
2022-04-30T17:31:13.000Z,40.4371086,-111.7212563,1928.619,17.22,-25.21,0.60,0.840,1.051,0.40,304.33551,0.01310,,17
2022-04-30T17:31:13.200Z,40.4371389,-111.7213138,1928.493,16.59,-23.67,0.34,0.846,1.055,0.41,305.02612,0.01418,,17
2022-04-30T17:31:13.400Z,40.4371681,-111.7213684,1928.428,15.80,-22.74,0.04,0.852,1.061,0.41,304.79199,0.01481,,17
2022-04-30T17:31:13.600Z,40.4371963,-111.7214199,1928.404,15.52,-21.09,0.14,0.858,1.067,0.41,306.34912,0.01566,,17
2022-04-30T17:31:13.800Z,40.4372237,-111.7214682,1928.394,15.02,-19.99,0.12,0.865,1.074,0.44,306.92031,0.01760,,17
2022-04-30T17:31:14.000Z,40.4372503,-111.7215143,1928.338,14.57,-19.19,0.25,0.872,1.081,0.42,307.20757,0.01743,,16
2022-04-30T17:31:14.200Z,40.4372763,-111.7215577,1928.201,14.30,-17.81,0.86,0.877,1.086,0.39,308.76167,0.01706,,16
2022-04-30T17:31:14.400Z,40.4373015,-111.7215983,1927.921,13.79,-16.76,1.44,0.882,1.091,0.37,309.44729,0.01701,,16
2022-04-30T17:31:14.600Z,40.4373262,-111.7216364,1927.463,13.62,-15.73,2.50,0.884,1.094,0.33,310.88803,0.01575,,16
2022-04-30T17:31:14.800Z,40.4373508,-111.7216728,1926.761,13.72,-15.30,3.81,0.886,1.096,0.31,311.88360,0.01483,,16
2022-04-30T17:31:15.000Z,40.4373754,-111.7217082,1925.796,13.76,-14.93,5.48,0.887,1.095,0.33,312.66473,0.01569,,16
2022-04-30T17:31:15.200Z,40.4373998,-111.7217427,1924.554,13.45,-14.52,6.54,0.887,1.094,0.26,312.80920,0.01247,,16
2022-04-30T17:31:15.400Z,40.4374241,-111.7217762,1922.918,13.57,-14.38,8.06,0.883,1.078,0.24,313.34001,0.01124,,16
2022-04-30T17:31:15.600Z,40.4374485,-111.7218104,1921.195,13.58,-14.70,8.99,0.881,1.078,0.24,312.73205,0.01094,,16
2022-04-30T17:31:15.800Z,40.4374723,-111.7218436,1919.307,12.93,-13.61,9.60,0.880,1.080,0.26,313.53231,0.01233,,16
2022-04-30T17:31:16.000Z,40.4374959,-111.7218761,1917.190,13.23,-14.07,11.27,0.882,1.080,0.31,313.23761,0.01386,,16
2022-04-30T17:31:16.200Z,40.4375197,-111.7219080,1914.866,13.35,-13.22,11.61,0.884,1.080,0.30,315.28033,0.01358,,16
2022-04-30T17:31:16.400Z,40.4375437,-111.7219389,1912.402,13.37,-13.12,12.33,0.885,1.080,0.29,315.54071,0.01293,,16
2022-04-30T17:31:16.600Z,40.4375677,-111.7219692,1909.872,13.33,-12.71,12.71,0.885,1.079,0.30,316.36393,0.01341,,16
2022-04-30T17:31:16.800Z,40.4375919,-111.7219983,1907.262,13.60,-12.14,12.78,0.886,1.078,0.29,318.24640,0.01303,,16
2022-04-30T17:31:17.000Z,40.4376151,-111.7220227,1904.685,12.34,-8.78,12.72,0.889,1.079,0.32,324.56787,0.01618,,16
2022-04-30T17:31:17.200Z,40.4376321,-111.7220389,1901.852,6.88,-5.49,15.50,0.893,1.084,0.32,321.41135,0.01795,,15
2022-04-30T17:31:17.400Z,40.4376454,-111.7220545,1898.597,7.85,-7.75,17.45,0.900,1.097,0.43,315.36728,0.02083,,15
2022-04-30T17:31:17.600Z,40.4376607,-111.7220726,1895.411,8.79,-7.50,14.97,0.916,1.120,0.57,319.52779,0.03014,,15
2022-04-30T17:31:17.800Z,40.4376757,-111.7220875,1892.608,7.70,-5.54,13.74,0.945,1.151,0.57,324.26572,0.03414,,15
2022-04-30T17:31:18.000Z,40.4376878,-111.7220967,1890.393,5.33,-3.12,10.69,0.975,1.183,0.56,329.65675,0.04536,,15
2022-04-30T17:31:18.200Z,40.4376974,-111.7221008,1888.112,5.43,-0.61,11.16,0.994,1.212,0.50,353.59033,0.04024,,15
2022-04-30T17:31:18.400Z,40.4377057,-111.7221010,1885.930,3.56,0.27,10.11,1.004,1.242,0.54,4.33716,0.05036,,15
2022-04-30T17:31:18.600Z,40.4377128,-111.7221019,1883.938,3.83,-1.05,9.43,1.017,1.282,0.59,344.66896,0.05766,,15
2022-04-30T17:31:18.800Z,40.4377200,-111.7221046,1882.305,3.66,-1.49,7.67,1.031,1.324,0.57,337.84857,0.06606,,15
